commute time,2010,2020
less than 5mins,0.23,0.20
5-9mins,0.70,0.61
10-14mins,0.98,0.87
15-19mins,1.04,1.00
20-24mins,1.07,1.02
25-29mins,0.44,0.49
30-34mins,1.17,1.19
35-39mins,0.23,0.27
40-44mins,0.39,0.44
45-59mins,0.85,0.94
60-89mins,0.96,1.05
90 or more mins,0.41,0.49
