departure time,2010,2020
12.00-4.59am,0.24,0.29
5.00-5.29am,0.22,0.25
5.30-5.59am,0.30,0.31
6.00-6.29am,0.64,0.66
6.30-6.59am,0.74,0.71
7.00am-7.29m,1.25,1.23
7.30-7.59am,1.07,0.99
8.00-8.29am,1.21,1.23
8.30-8.59am,0.65,0.65
9.00-9.59am,0.68,0.75
10.00-10.59am,0.28,0.29
11.00am-11.59am,0.13,0.13
12.00-3.59pm,0.57,0.58
4.00-11.59pm,0.51,0.50
